instance,source,domain,stratum,declared_result,distinct_definite_answers,modes_solved,modes_run,answer_A_cadical,answer_B_kissat,answer_C_lkk_cadical,answer_D_lkk_kissat,answer_E_lkk_selector,conflicting_answers,disagrees_with_declared,passed
flat75-34.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-35.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-36.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-37.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-38.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-39.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-4.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-40.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-42.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-44.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-45.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-46.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-48.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-49.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-5.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-50.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-51.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-52.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-54.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-56.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-57.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-58.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-59.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-6.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-60.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-62.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-63.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-64.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-65.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-66.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-67.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-68.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-69.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-7.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-71.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-72.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-74.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-75.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-76.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-77.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-78.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-79.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-8.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-80.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-81.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-82.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-83.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-84.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-85.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-86.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-87.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-89.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-9.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-90.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-91.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-92.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-94.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-96.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-97.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-98.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
flat75-99.cnf,SATLIB,matching_capacity,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
frb45-21-2.used-as.sat04-884.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
frb65-12-2.used-as.sat04-874.cnf,SATComp2024,competition_main,resource_allocation_like,,SATISFIABLE,2,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,False,False,True
g125.17.cnf,SATLIB,matching_capacity,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
g125.18.cnf,SATLIB,matching_capacity,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
g2-ak128boothbg2msaig.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
g2-hwmcc15deep-bob12s02-k16.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
g250.15.cnf,SATLIB,matching_capacity,no_useful_detected_structure,,SATISFIABLE,2,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,TIMEOUT,False,False,True
g250.29.cnf,SATLIB,matching_capacity,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
grs-64-128.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
grs-64-64.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
hanoi4.cnf,SATLIB,planning_scheduling,structural_not_closed_by_flow,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
hanoi5.cnf,SATLIB,planning_scheduling,structural_not_closed_by_flow,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
hole7.cnf,SATLIB,matching_capacity,lkk_direct_structural_unsat,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hole8.cnf,SATLIB,matching_capacity,lkk_direct_structural_unsat,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hole9.cnf,SATLIB,matching_capacity,lkk_direct_structural_unsat,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwb-n24-02-S786928571.shuffled-as.sat03-1618.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
hwmcc12miters-xits-iso-6s111.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc17miters-xits-iso-bobsmfpu.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc17miters-xits-iso-oski15a08b08s.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc20miters-iso-mul2.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc20miters-iso-mul3.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc20miters-iso-mul7.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,3,5,TIMEOUT,UNSATISFIABLE,TIMEOUT,UNSATISFIABLE,UNSATISFIABLE,False,False,True
hwmcc20miters-iso-rast-p06.sanitized.cnf,SATComp2024,competition_main,no_useful_detected_structure,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
j3037_10_rggt_b.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,3,5,SATISFIABLE,TIMEOUT,SATISFIABLE,TIMEOUT,SATISFIABLE,False,False,True
j3037_1_mdd_b.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,1,5,TIMEOUT,TIMEOUT,TIMEOUT,SATISFIABLE,TIMEOUT,False,False,True
j3037_9_mdd_bm1.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
j3037_9_rggt_b.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
j3045_10_gmto_b.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
j3045_10_rggt_b.cnf,SATComp2024,competition_main,no_useful_detected_structure,,SATISFIABLE,3,5,TIMEOUT,SATISFIABLE,SATISFIABLE,TIMEOUT,SATISFIABLE,False,False,True
j3045_4_gmto_b.cnf,SATComp2024,competition_main,cardinality_exact_r_heavy,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
j3045_4_mdd_bm1.cnf,SATComp2024,competition_main,no_useful_detected_structure,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
jgiraldezlevy.2200.9086.08.40.41.cnf,SATComp2024,competition_main,resource_allocation_like,,SATISFIABLE,2,5,TIMEOUT,TIMEOUT,TIMEOUT,SATISFIABLE,SATISFIABLE,False,False,True
jnh1.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh10.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh11.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh13.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh14.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh15.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh16.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh17.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh18.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh19.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh2.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh20.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh201.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh202.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh204.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh205.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh206.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh207.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh208.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh209.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh210.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh211.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh213.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh215.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh216.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh218.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh219.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh220.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh3.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh302.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh303.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh304.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh305.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh306.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh308.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh309.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh4.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh5.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh7.cnf,SATLIB,crafted_structured,resource_allocation_like,,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
jnh8.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
jnh9.cnf,SATLIB,crafted_structured,resource_allocation_like,,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
lec_mult_CvD_11x11.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_CvK_12x11.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
lec_mult_CvK_12x12.sanitized.cnf,SATComp2024,competition_main,resource_allocation_like,,none,0,5,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,False,False,True
